3 0.00
6 0.00
9 0.00
12 0.00
15 0.00
18 0.00
21 0.00
24 0.00
27 0.00
30 0.00
33 0.00
36 0.00
39 0.00
42 0.00
45 0.00
48 0.00
51 0.00
54 0.00
57 0.00
60 0.00
63 0.00
66 0.00
69 0.00
72 0.00
75 0.00
78 0.00
81 0.00
84 0.00
87 0.00
90 0.00
93 0.00
96 0.00
99 0.00
102 0.00
105 0.00
108 0.00
111 0.00
114 0.00
117 0.00
120 0.00
123 0.00
126 0.00
129 0.00
132 0.00
135 0.00
138 0.00
141 0.00
144 0.00
147 0.00
150 0.00
153 0.00
156 0.00
159 0.00
162 0.00
165 0.00
168 0.00
171 0.00
174 0.00
177 0.00
180 0.00
183 0.00
186 0.00
189 0.00
192 0.00
195 0.00
198 0.00
201 0.00
204 0.00
207 0.00
210 0.00
213 0.00
216 0.00
219 0.00
222 0.00
225 0.00
228 0.00
231 0.00
234 0.00
237 0.00
240 0.00
243 0.00
246 0.00
249 0.00
252 0.00
255 0.00
258 0.00
261 0.00
264 0.00
267 0.00
270 0.00
273 0.00
276 0.00
279 0.00
282 0.00
285 0.00
288 0.00
291 0.00
294 0.00
297 0.00
300 0.00
303 0.00
306 0.00
309 0.00
312 0.00
315 0.00
318 0.00
321 0.00
324 0.00
327 0.00
330 0.00
333 0.00
336 0.00
339 0.00
342 0.00
345 0.00
348 0.00
351 0.00
354 0.00
357 0.00
360 0.00
363 0.00
366 0.00
369 0.00
372 0.00
375 0.00
378 0.00
381 0.00
384 0.00
387 0.00
390 0.00
393 0.00
396 0.00
399 0.00
402 0.00
405 0.00
408 0.00
411 0.00
414 0.00
417 0.00
420 0.00
423 0.00
426 0.00
429 0.00
432 0.00
435 0.00
438 0.00
441 0.00
444 0.00
447 0.00
450 0.00
453 0.00
456 0.00
459 0.00
462 0.00
465 0.00
468 0.00
471 0.00
474 0.00
477 0.00
480 0.00
483 0.00
486 0.00
489 0.00
492 0.00
495 0.00
498 0.00
501 0.00
504 0.00
507 0.00
510 0.00
513 0.00
516 0.00
519 0.00
522 0.00
525 0.00
528 0.00
531 0.00
534 0.00
537 0.00
540 0.00
543 0.00
546 0.00
549 0.00
552 0.00
555 0.00
558 0.00
561 0.00
564 0.00
567 0.00
570 0.00
573 0.00
576 0.00
579 0.00
582 0.00
585 0.00
588 0.00
591 0.00
594 0.00
597 0.00
600 0.00
603 0.00
606 0.00
609 0.00
612 0.00
615 0.00
618 0.00
621 0.00
624 0.00
627 0.00
630 0.00
633 0.00
636 0.00
639 0.00
642 0.00
645 0.00
648 4.00
651 4.00
654 4.00
657 4.00
660 4.00
663 4.00
666 4.00
669 4.00
672 4.00
675 4.00
678 4.00
681 4.00
684 4.00
687 4.00
690 3.00
693 1.00
696 18.00
699 16.00
702 14.00
705 12.00
708 15.00
711 13.00
714 10.00
717 7.00
720 11.00
723 8.00
726 5.00
729 2.00
732 0.00
735 0.00
738 0.00
741 0.00
744 0.00
747 0.00
750 0.00
753 0.00
756 0.00
759 0.00
762 0.00
765 0.00
768 0.00
771 0.00
774 0.00
777 0.00
780 0.00
783 0.00
786 0.00
789 0.00
792 0.00
795 0.00
798 0.00
801 0.00
804 0.00
807 0.00
810 0.00
813 0.00
816 0.00
819 0.00
822 0.00
825 0.00
828 0.00
831 0.00
834 0.00
837 0.00
840 0.00
843 0.00
846 0.00
849 0.00
852 0.00
855 0.00
858 0.00
861 0.00
864 0.00
867 0.00
870 0.00
873 0.00
876 0.00
879 0.00
882 0.00
885 0.00
888 0.00
891 0.00
894 0.00
897 0.00
900 0.00
903 0.00
906 0.00
909 0.00
912 0.00
915 0.00
918 0.00
921 0.00
924 0.00
927 0.00
930 0.00
933 0.00
936 0.00
939 0.00
942 0.00
945 0.00
948 0.00
951 0.00
954 0.00
957 0.00
960 0.00
963 0.00
966 0.00
969 0.00
972 0.00
975 0.00
978 0.00
981 0.00
984 0.00
987 0.00
990 0.00
993 0.00
996 0.00
999 0.00
1002 0.00
1005 0.00
1008 0.00
1011 0.00
1014 0.00
1017 0.00
1020 0.00
1023 0.00
1026 0.00
1029 0.00
1032 0.00
1035 0.00
1038 0.00
1041 0.00
1044 0.00
1047 0.00
1050 0.00
1053 0.00
1056 0.00
1059 0.00
1062 0.00
1065 0.00
1068 0.00
1071 0.00
1074 0.00
1077 0.00
1080 0.00
1083 0.00
